,nes,nes_err,ban,ban_err,veg,veg_err,grd,grd_err,frt,frt_err,mlt,mlt_err,brl,brl_err,rt3,rt3_err,rt2,rt2_err,olp,olp_err,tob,tob_err,rt1,rt1_err,cc2,cc2_err,olv,olv_err,srg,srg_err,rsd,rsd_err,oce,oce_err,cot,cot_err,sfl,sfl_err,whe,whe_err,pls,pls_err,mze,mze_err,sub,sub_err,suc,suc_err,fdd,fdd_err,soy,soy_err,rcw,rcw_err,bvmeat,bvmeat_err,bvmilk,bvmilk_err,sgmeat,sgmeat_err,chickens,chickens_err,ducks,ducks_err,pigs,pigs_err,crop,crop_err,past,past_err,gh_all,gh_all_err
GRC,8.547858447494159e-06,5.0298191788885765e-14,,,8.53901153570086e-06,5.736593018241551e-14,1.1490567070030196e-06,1.2075782608580087e-18,9.39749983114914e-06,4.5984244624448475e-14,,,7.629277707797483e-06,4.7742636507847086e-14,,,,,,,5.9485078380646665e-06,4.8756363818438213e-14,8.365036964608886e-06,4.3479039057601693e-14,9.737204106321564e-06,6.249571362956823e-16,1.38921254418576e-05,2.662369234511245e-14,,,5.65866652718524e-06,1.2704299796067144e-13,8.473310526564567e-06,3.178498070482885e-14,7.09026104625647e-06,8.505731010640325e-15,7.370782416920485e-06,5.536623123067193e-14,6.87199653836953e-06,4.718193690324561e-14,8.545435774866132e-06,5.6544765507038427e-14,6.9587023646210645e-06,6.159898373866498e-14,5.9144554370144105e-06,1.2485938578830045e-14,,,8.488988331340703e-06,4.2051321806304226e-14,,,5.674023449132205e-06,5.3187700425679817e-14,7.873001655024808e-06,4.506151974614518e-14,7.873001655024808e-06,4.506151974614518e-14,1.2202320019974646e-05,4.993143632234411e-14,1.3239355700118683e-05,6.742233871952513e-14,9.903998939142146e-06,8.444126732804809e-15,1.1110149904248694e-05,5.973550114776394e-14,9.603404942848904e-06,3.951448088732517e-10,1.0326083596429977e-05,4.1390092866538275e-14,9.998803003982967e-06,3.512486346206832e-10
GHA,2.6028430180741407e-05,2.2791030151081066e-13,4.930116064926242e-05,3.3883722719254315e-13,2.8279215907660604e-05,2.82031577829081e-13,1.4978673662854617e-05,3.0103882995439866e-13,2.507874659460377e-05,2.5018018141330764e-13,1.1140531536614277e-05,3.991903804708433e-14,,,2.5070374250576844e-05,2.325115161425062e-13,2.595260698942931e-05,2.2841626377844784e-13,4.740307938004621e-05,3.947975766097146e-13,2.8751276850848134e-05,1.6291005732076023e-13,2.9244696419201248e-05,2.2646032314833387e-13,4.206982665377616e-05,2.8912066892622367e-13,,,1.2676336771279819e-05,2.880362588543602e-13,,,,,2.617626449838172e-05,2.790061893444354e-13,,,,,2.494779334679008e-05,2.3854621789961856e-13,3.828449852074311e-05,2.574914130396164e-13,,,,,,,,,2.3614920730587704e-05,2.7207835863192125e-13,1.496244795593149e-05,2.5487440256979e-14,1.496244795593149e-05,2.5487440256979e-14,3.0220578889822483e-05,2.992086632631793e-13,4.259845717121586e-05,2.9823485811414866e-13,2.4329731622492096e-05,2.86376407112846e-13,2.3643074720118927e-05,3.0590787645459594e-13,3.0908940009759914e-05,3.2486873167016245e-13,2.2057858950788154e-05,2.1960063029382561e-13,2.6252820083629564e-05,3.0645293988880835e-13
DEU,2.494430913704698e-06,1.5369910080708126e-12,,,2.4398314877478694e-06,1.9878369878645524e-12,,,2.42943451632817e-06,1.8458876562609605e-12,,,2.525922171300994e-06,1.6053016573193385e-12,,,,,,,2.386551220853859e-06,1.5987756325782053e-16,2.4646977498593845e-06,1.6843680431362858e-12,,,,,,,2.428363160062374e-06,1.5743971260996441e-12,2.5066685512934817e-06,1.5229133657960103e-12,,,1.8901074056281075e-06,7.233009845757402e-17,2.4986590948028093e-06,1.5193959296597968e-12,2.5038106417417125e-06,1.66070526839817e-12,2.5318404691436384e-06,2.6583161949845892e-12,2.487272523526501e-06,2.2988962240286735e-12,,,2.4937483409633233e-06,1.4909906688718523e-12,1.913152265630812e-06,7.395462839425332e-17,,,5.377654673422955e-06,1.678853530298128e-12,5.377654673422955e-06,1.678853530298128e-12,8.171959611930874e-06,1.5114305283744319e-12,2.699393687876667e-06,3.280835320214457e-12,3.357234966849166e-06,1.3629487073519184e-13,3.2084215871550567e-06,2.5913954910259966e-12,2.467228859284258e-06,1.4684924029732071e-12,2.4643244705756176e-06,2.9368312615393876e-14,2.466447448344249e-06,1.4529777395523036e-12
GEO,4.4806790182797945e-06,2.1982373518158458e-11,,,1.0680649610066376e-05,4.5110562599512395e-12,,,1.2674263384642566e-05,3.916141565429476e-12,4.6099126466994246e-12,8.426673244308851e-25,1.4022267864228278e-05,4.9527694234435286e-12,,,,,,,1.6229795869165552e-07,2.629897358413166e-18,1.3685123957629336e-05,4.136288442303834e-12,1.1947566196201593e-05,2.202677560587864e-14,,,,,2.7237679731166507e-06,1.2291430907952842e-16,1.687385150547256e-05,5.238242597299364e-12,,,1.564744604071003e-05,4.541090434303064e-12,1.1951457395234795e-05,4.147434498683727e-12,1.1967970228119467e-05,4.1674037830429355e-12,1.6178815834330614e-05,4.2433000962257025e-12,1.6384086465748943e-06,1.4848465807759522e-17,,,7.013507725399467e-06,2.1083322243373951e-13,1.5244476556396868e-05,2.6616060472335217e-12,,,2.169176964557956e-05,3.762973343513158e-12,2.169176964557956e-05,3.762973343513158e-12,1.2430530651787061e-05,8.366418871217834e-12,1.642933247350233e-05,5.344888864142022e-12,1.1629357841808772e-06,8.958668855522097e-17,3.184200285135356e-05,4.062534890806209e-12,1.0955223019861272e-05,4.23200774619601e-12,8.392707596575033e-06,1.1377305222349622e-13,8.947188068163743e-06,3.138941478114113e-12
GMB,1.7559222253354185e-05,5.904441792543321e-15,3.9025759721048956e-05,1.0427910753306088e-15,1.9041586002853365e-05,5.913187483674532e-15,1.8272050242138684e-05,5.4712902602971045e-15,1.5144726781363012e-05,6.534771843440119e-15,1.826975028188383e-05,6.183168633765125e-15,,,,,1.8507471130579205e-05,5.904772120107175e-15,,,,,2.1141935326600513e-05,4.178649483936529e-15,,,,,1.865754687959777e-05,7.406507220858913e-15,,,,,1.923859912958196e-05,6.97283760268999e-15,,,,,1.8935624658317918e-05,5.82117706249976e-15,1.9378192285948557e-05,6.287123216983538e-15,,,3.5246271414682715e-05,1.0369478711591842e-15,,,,,1.2343374059695326e-05,4.1181664531128714e-15,1.8155601384974722e-05,6.9764802126668935e-15,1.8155601384974722e-05,6.9764802126668935e-15,2.6134110415348286e-05,9.949763485890512e-15,1.4325134713104564e-05,7.908726616215195e-15,1.4992811942963045e-05,5.401467205652614e-15,1.2318483350059838e-05,7.562199542911274e-15,1.7790487017474784e-05,5.574598839342565e-15,1.4447383181441337e-05,6.1131420263401794e-15,1.660883061258082e-05,5.433289777752327e-15
GAB,,,7.4135317976453e-06,2.0489232257904335e-10,5.787180448052136e-07,1.1742808267547655e-16,7.4896336254135746e-06,2.0363105851290275e-10,7.381018765490349e-06,2.051884954367284e-10,,,,,7.499887123330871e-06,2.0058102036800093e-10,7.617391062841559e-06,2.1582307238657216e-10,7.3158544160492104e-06,1.9748627535594175e-10,,,7.667909723801383e-06,2.1000764117805612e-10,8.444322854757008e-06,2.01171354787792e-10,,,,,,,,,,,,,,,,,7.501460610109957e-06,2.033826268885837e-10,,,7.3968913605257325e-06,2.0636555624861756e-10,,,7.508228415371909e-06,2.0377709473614924e-10,5.954327201895625e-07,1.1507625997766197e-16,0.00014181373466476624,9.556808595131845e-11,0.00014181373466476624,9.556808595131845e-11,0.00018237540003853908,7.081502904818517e-11,0.00018599082346307477,7.2022959771549e-11,,,0.00017411397377275516,6.942160697624603e-11,7.432151213476879e-06,1.9907733464002727e-10,7.63471980727809e-06,1.0192902811946084e-11,7.616537813235558e-06,1.2983050187763881e-10
FRA,3.4903915363652426e-06,1.2077806159677421e-12,5.522953106105676e-06,2.537269292997282e-15,3.4040032279210982e-06,2.076757530266576e-12,3.896509383563972e-07,1.2170699381176831e-17,3.473653043742625e-06,1.1177831147396833e-12,,,3.7923984145878306e-06,1.2204375032742367e-12,5.639639588545754e-06,2.321974424069998e-15,7.82139494115808e-06,2.0663594854231754e-15,1.1860733849744013e-06,4.1000618534260404e-16,2.8701983522784053e-06,2.3115588529352857e-14,3.4906530256341584e-06,1.4508991500942646e-12,2.741042419878132e-07,1.603731032902991e-17,5.493945694566558e-06,3.8524353868867097e-16,3.69777096231312e-06,9.659762374783678e-13,3.858783707839866e-06,1.419049417287503e-13,3.5932323431025116e-06,1.2551229164057365e-12,,,3.7929530457822046e-06,1.3860151203230542e-12,3.584965091886404e-06,1.2817235606299667e-12,3.5215062148001767e-06,1.1128005510418947e-12,3.157883583754364e-06,1.4634782393663504e-12,3.6526027262172202e-06,3.181215080272652e-13,2.5745747427800656e-06,2.7349412896773085e-15,3.5254687434383685e-06,1.2487985433073478e-12,3.666002836489994e-06,2.1471150003823921e-13,3.1708848583589073e-06,4.428176373940723e-16,1.960090474295137e-05,7.339869083781486e-10,1.960090474295137e-05,7.339869083781486e-10,0.00015232155299540725,9.991208487672954e-10,6.2488455924384315e-06,1.5631228667765487e-09,3.426826999052722e-05,1.4025161897125293e-09,1.2010317212389253e-05,1.571215874677971e-09,3.5697100608333965e-06,6.37040932216921e-10,3.607286537763249e-06,7.184225870483465e-12,3.5819646988294115e-06,6.179950164129694e-10
SPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
WLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAF,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0
BLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0
PYF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCL,3.7512034532467613e-05,2.9561380671819962e-12,2.390100379520836e-05,1.3037980675054733e-12,2.756463169395006e-05,1.320636022860946e-12,,,3.3400779889018774e-05,3.1251763734265528e-12,,,,,2.2367038792151086e-05,1.418535666123123e-12,2.563560406873709e-05,1.4283767653651618e-12,,,,,2.9305801213473844e-05,1.3436906701475542e-12,2.3901003927206817e-05,1.303798062713031e-12,,,2.3478686817292957e-05,1.2980540976750718e-12,,,,,,,,,,,2.523945082640959e-05,1.3087690541928757e-12,2.506433722780592e-05,1.2989360687619076e-12,,,,,,,,,,,6.173777024728115e-05,1.4990807119614938e-12,6.173777024728115e-05,1.4990807119614938e-12,0.00014536819643834386,1.156355488217271e-12,7.505853385956627e-05,3.07853781161566e-12,0.00012612736899333054,1.5552777682904734e-12,1.2182755387028911e-05,2.0033958742753693e-13,2.7080134886046443e-05,2.8503472012353788e-12,7.697526981576744e-05,1.0020349383693815e-12,7.365539823208136e-05,1.8486346933181698e-12
ATF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALA,,,,,1.0526852309128431e-08,3.594643984349862e-20,,,9.52755155497993e-09,3.606529398041666e-20,,,1.934081634583922e-08,3.068121787581073e-20,,,,,,,,,1.4745961126887551e-08,3.3315491719789304e-20,,,,,,,2.5357744798777258e-08,3.4450773231915063e-20,1.7486144212707134e-08,3.278315016453132e-20,,,,,1.8328111507574425e-08,3.1204298402298934e-20,2.7200548051817176e-08,2.94810478570656e-20,,,1.4807717048026138e-08,3.866394854080201e-20,,,2.0831343640579314e-08,3.060570362080213e-20,,,,,1.3581931385745931e-08,1.1369743951591298e-20,1.3581931385745931e-08,1.1369743951591298e-20,1.6864734089613724e-08,1.1176750445012667e-20,1.0235045001613133e-08,1.171424134868911e-20,,,,,2.2535545324732058e-08,1.5376977266779508e-18,1.0063121308497464e-08,3.3814475719470003e-18,2.2051068540153286e-08,1.5493333963365901e-18
FIN,2.714278505651078e-07,1.356896177912202e-16,,,6.449058799525818e-07,1.3569184345515604e-14,,,5.525921097144621e-07,1.2623568722380374e-14,,,5.616852835681354e-07,1.0676145912703475e-14,,,,,,,,,5.465420081213869e-07,1.1120190188073857e-14,,,,,,,6.605338896485688e-07,1.2210152133620345e-14,5.573400813615269e-07,1.0402926213694166e-14,,,,,5.610568284078781e-07,1.066510654160826e-14,7.510545275492099e-07,1.263126073584475e-14,5.006236912485308e-07,3.187740624157251e-16,6.551091815268385e-07,1.2923181644165795e-14,,,4.833211443429791e-07,9.370193641725714e-15,,,,,1.2924835196144893e-06,9.456220964447798e-15,1.2924835196144893e-06,9.456220964447798e-15,1.5378810530395244e-06,1.0583843598623037e-14,9.287633645917047e-07,4.0243261722936746e-14,4.00397957841808e-06,1.6478400071798888e-16,9.78787671652795e-07,2.3051661399194407e-14,5.258387814254469e-07,1.030216627104343e-14,2.453422564227689e-07,1.7862882658847696e-14,5.217786750827708e-07,1.4965323707780094e-14
FJI,1.5530268115676943e-05,6.077741428758577e-13,1.7324911284719955e-05,2.426525606988458e-13,1.0598513367825927e-05,2.635179930725577e-13,1.9285796700928122e-05,5.9031808780443e-13,1.8579047834429044e-05,5.961724513222681e-13,,,,,2.0796588490988432e-05,2.36301294508847e-13,1.670704926220142e-05,2.446963279971268e-13,,,1.576545378180525e-05,6.207134028120795e-13,1.4949605751933277e-05,2.63681979468903e-13,,,,,,,,,,,,,,,,,1.5168160056541284e-05,2.682828760936779e-13,1.7349577024642995e-05,2.428871746090237e-13,,,1.9267916066598673e-05,5.899600297352494e-13,,,,,2.2467324224775835e-05,4.4549178856657366e-14,5.250400360476759e-05,2.1332726626826326e-13,5.250400360476759e-05,2.1332726626826326e-13,8.572006871368563e-06,2.377707323351748e-13,2.477013000014442e-05,3.6869829933850134e-13,2.2653834801353127e-05,2.6952675687765566e-13,8.967589484239088e-05,2.2667703534929106e-13,2.04280189663169e-05,3.308468857221745e-12,9.908756639510025e-06,1.1672530326768147e-13,1.6076775192254263e-05,3.2485138306032302e-12
ETH,6.255805311496216e-05,4.714171908943054e-11,2.3745301020520946e-05,2.0992238933693758e-11,5.9023482512184e-05,3.733397429394474e-11,1.2480154319069736e-05,1.7608523902370498e-11,5.4755398886926114e-05,5.0028595265738826e-11,2.7922999907654446e-05,2.4514629594769528e-12,8.30769619165716e-05,3.4913016977283063e-11,2.7252367529404215e-05,1.0369098917596745e-11,7.772852379403333e-06,5.774043484430916e-16,,,5.661947461374108e-05,2.2219367002997717e-11,7.905871847327073e-05,1.6056643401927442e-11,3.769605532104991e-05,1.3587712556381134e-11,,,4.6684248813158894e-05,1.0597530494265881e-11,4.400785230501179e-05,3.3796775815640185e-11,4.992927680145302e-05,8.408374579492007e-12,1.98191070613522e-05,2.556855430624612e-11,2.7822227659241935e-07,4.549443512551569e-19,8.768251436745377e-05,3.209856340455786e-11,6.846887772146975e-05,9.557284001567387e-12,4.445198776983781e-05,1.0079312753210803e-11,,,2.830500767597124e-05,3.6971047245398333e-13,1.5972337689512447e-06,1.4935437224209088e-16,,,3.519803023215151e-05,3.9140248913308606e-13,8.397320254896847e-05,1.519954090731993e-10,8.397320254896847e-05,1.519954090731993e-10,7.319529070807185e-05,1.5653971883124906e-10,7.294894917423703e-05,1.4819617350440574e-10,2.001663833566912e-07,1.2214966319973766e-18,8.09854825438323e-05,1.5836782218959883e-10,5.4825768933207584e-05,5.792357208655739e-11,2.303878227449552e-05,8.380291024999368e-11,3.687577052920375e-05,1.221267427167782e-10
EST,5.788575965023135e-07,1.1366096342943438e-17,,,5.815702611945747e-07,1.5494047242897327e-14,,,5.944913703203668e-07,1.4691811265529338e-14,,,5.88078393314755e-07,1.3877188070162415e-14,,,,,,,,,5.624585336979442e-07,1.3919319670549394e-14,,,,,,,5.857368470293333e-07,1.3918251630705494e-14,5.649135314778627e-07,1.3842178904116013e-14,,,,,5.89871989444162e-07,1.3833526191750196e-14,5.803337819090105e-07,1.4156649768632016e-14,5.48816104323365e-07,5.47597004401299e-18,5.044433145908633e-07,9.417316591653418e-19,,,5.861684654051138e-07,1.3335684351134081e-14,,,,,1.4616320898386322e-06,3.540262505355514e-14,1.4616320898386322e-06,3.540262505355514e-14,2.0721729185038326e-06,3.3423152934294574e-14,1.0645935071081725e-06,1.885648752594464e-13,2.9166247885872207e-06,3.4611080668335655e-14,9.208427677220474e-07,7.996513429395977e-14,5.755865354363344e-07,3.145662754709604e-14,5.212560017910278e-07,1.1077954618247152e-15,5.565912112008683e-07,3.21693317173144e-14
ERI,1.20367992949883e-05,1.4400024983684626e-14,6.542055925832191e-06,2.1821814615533614e-16,2.244855276876558e-05,2.5446058301485123e-14,7.907159547653976e-06,1.5631066643179815e-14,5.227201540174417e-06,4.081433280984291e-15,1.1350408878099952e-05,1.3353990629609379e-14,2.6164317824126702e-05,2.6314665315268993e-14,1.1423447933220635e-05,5.372294243715857e-15,,,,,1.1262927916975474e-05,4.940888361720066e-16,1.7527560445423526e-05,9.25781909239009e-16,8.782274977841344e-06,4.803367930719507e-16,,,1.1727316017979847e-05,1.3302394597159983e-14,,,9.996789930895926e-06,1.5945948699978923e-14,2.0700375715958315e-06,7.058353037664832e-16,,,1.6992333653980132e-05,1.9421079228332636e-14,1.2330889828107626e-05,5.7665958562431795e-15,1.1956293228331617e-05,1.4696645100906977e-14,,,2.6283228074737524e-06,9.847104792490253e-18,5.2019631930300766e-06,7.089374132616463e-17,,,1.0373868231226306e-06,1.1924973247667453e-17,6.14490082013385e-06,8.782728701365609e-15,6.14490082013385e-06,8.782728701365609e-15,8.033946414774238e-06,9.582501725152801e-15,7.390280604238985e-06,1.0921026906865927e-14,,,2.6989890953563498e-05,1.3233252861855468e-14,1.2602404737597995e-05,1.2653320374601727e-14,3.0643284445337535e-06,6.6916863908551595e-15,4.008111292130791e-06,6.749725437922638e-15
GNQ,3.5421178361938645e-06,7.956607230364525e-16,2.769650442955761e-06,8.837299406580279e-16,,,4.057038792724867e-06,4.525124514366552e-16,5.984264295992955e-06,4.344473066184613e-16,,,,,3.311481221924385e-06,8.663089049943993e-16,3.305770562628612e-06,8.74665349255288e-16,2.63834603285367e-07,4.451276873886862e-17,,,3.646401420828783e-06,8.919546688172995e-16,2.860316097705708e-06,8.323630110381657e-16,,,,,,,,,,,,,,,,,4.210456794288198e-06,4.486037779537267e-16,,,4.789172679002911e-06,4.378465424929561e-16,,,4.266768130280574e-06,4.469842465415388e-16,,,3.686186987132352e-06,1.7635124397635426e-15,3.686186987132352e-06,1.7635124397635426e-15,4.295273221262851e-06,1.781313806025355e-15,3.722663964245582e-06,2.0196457317234473e-15,3.7496733846969623e-06,1.7199941378916196e-15,4.109103184369594e-06,1.8525306150851935e-15,3.023795568343667e-06,8.305131713391017e-16,5.447050860029302e-06,2.522908346420244e-15,3.933621564785529e-06,2.2162157243826614e-15
SLV,0.0001523782353584409,1.070478781365683e-12,0.00013520507600740784,7.385423506660527e-13,0.0001907913131611387,1.2574672822999312e-12,,,0.00014416703683523335,1.0648159607885827e-12,,,,,0.00015527062735363984,7.606614610047431e-13,0.00013138383800297493,7.140273674106824e-13,4.85632037661178e-05,7.626208113077696e-14,0.00022336348711789146,1.5067365262322753e-12,0.000368054625958562,2.4837136555852065e-12,0.00014768334430843754,1.009454741156281e-12,,,0.00013968040583902048,1.0272534697061023e-12,,,,,0.00010035137596679099,5.320561042203365e-14,,,,,0.00015759522965776311,1.0501851058037427e-12,0.0001419613519201404,1.0173971104547853e-12,,,0.0001292840229943059,9.95941856127555e-13,,,0.0001338842705150733,6.935939104279683e-13,0.0001322713376512313,1.0215378884779485e-12,0.0001476962883344866,1.0281570039263364e-12,0.0001476962883344866,1.0281570039263364e-12,0.00016469454006470924,1.2171517014370134e-12,0.0002164988509439674,2.2878913885758112e-12,0.0001629943263232387,8.430671041430691e-13,0.00014382805093054123,1.8091089130422009e-12,0.00014644372188577038,1.6196055728980463e-12,0.0001333338362392553,5.518656535986609e-13,0.00014103775273937718,1.6190241397207094e-12
EGY,1.8510991311716473e-06,7.125417581625889e-14,2.4462677434490996e-06,1.1817488676122594e-13,2.151420802548458e-06,7.389545353855199e-14,3.6938199258421344e-06,1.4803968152496643e-13,1.8209964961573105e-06,7.035285812886918e-14,,,1.0911976177870465e-06,1.7840788947287353e-13,,,,,,,,,2.0715412452300757e-06,7.260637520780795e-14,,,8.089198549221336e-07,3.088361373313561e-17,3.248563137535355e-07,1.0199449525680878e-15,,,,,2.1291599945685508e-06,7.79817765945451e-14,2.8328887236277335e-08,3.307435859955058e-19,1.9778166775351713e-06,7.203104898446048e-14,2.1764193888090105e-06,7.203445542718885e-14,2.368897453398261e-06,8.022958071309808e-14,1.5152606417731337e-06,1.6892426606896997e-13,2.1499713340172042e-06,7.813558208092467e-14,1.875840074831072e-06,6.862940450796151e-14,,,2.6064948941238996e-06,1.041799750797438e-13,5.344559430566434e-06,1.3140589483118223e-12,5.344559430566434e-06,1.3140589483118223e-12,7.745533179845535e-06,1.1143472774201774e-12,4.251370798375795e-06,1.3022506747209903e-12,7.624183884220608e-06,2.9243622515008182e-12,1.2620869231044306e-05,2.2324593079754262e-12,2.0231485533442363e-06,1.0746786941529859e-12,4.328202036016706e-08,4.075485000571192e-20,1.9931328582301554e-06,1.068751318529696e-12
ECU,0.0005631083446818154,3.2168604860446447e-09,0.0002140847521400502,4.1816567664590004e-11,0.0004642079489084901,3.1463029343468575e-09,0.00014163383693717785,3.2951880392684563e-12,0.00017824022664625924,2.7900220197795757e-11,,,0.0005294659784213394,5.557039501781163e-13,0.00017773360666830727,4.003612221330434e-11,0.00020182106744213166,4.853344868089789e-11,0.000103368551698711,7.437213040382218e-13,0.0003084192809460872,7.290641034751033e-11,0.0004500993616090104,3.527671510417532e-11,0.00023148410000914708,9.1096350485552e-11,,,,,,,2.1800970658920724e-05,3.014376619608825e-14,1.9639074624187199e-07,1.0802440796885288e-16,,,0.0004504137691006418,4.70017335696503e-13,0.00039625432407732375,1.9963772586404549e-10,0.000251106443678015,1.5329756996045266e-10,,,0.00029086424741568115,6.110731637468886e-12,0.0001408363439974776,3.72387857630852e-13,0.000201526279505988,5.7551988898560776e-11,0.00023045129399213444,4.027156329318773e-12,0.0003106054623590623,1.8680637398239437e-09,0.0003106054623590623,1.8680637398239437e-09,0.0002844634945664849,3.2045947864568343e-09,0.0003792560132865147,3.520671418876024e-09,0.00026317623418767034,2.7623910971198344e-09,0.00033006019861152016,1.931977616720418e-09,0.0002542819514249257,1.4983545993578755e-09,0.00019802629989357085,1.0680443780798194e-11,0.00021690358635469468,1.3409978727680388e-09
